,OneH_Tru,ThreeH_Tru,SixH_Tru,SevenH_Tru
ENSGACG00000020433,192,156,369,364
ENSGACG00000020434,5397,3320,10170,5549
ENSGACG00000020435,9730,8174,12787,15047
ENSGACG00000020436,393,462,854,539
ENSGACG00000020437,31,25,27,58
ENSGACG00000020438,9,5,2,7
ENSGACG00000020439,718,651,1002,1209
ENSGACG00000020440,609,567,722,948
ENSGACG00000020441,5400,3694,8287,8779
ENSGACG00000020442,89,114,200,201
ENSGACG00000020443,33,47,127,47
ENSGACG00000020444,2816,2567,6257,5622
ENSGACG00000020445,944,738,1122,1455
ENSGACG00000020446,0,6,25,2
ENSGACG00000020447,52,86,83,110
ENSGACG00000020448,9,14,11,28
ENSGACG00000020449,3,0,2,0
ENSGACG00000020450,14,6,24,27
ENSGACG00000020451,249,280,479,1036
ENSGACG00000020452,9,24,23,20
ENSGACG00000020453,4,4,2,29
ENSGACG00000020454,1092,944,1653,1751
ENSGACG00000020455,170,94,204,234
ENSGACG00000020456,726,319,795,1122
ENSGACG00000020457,399,225,304,443
ENSGACG00000020458,3155,2127,3143,2497
ENSGACG00000020459,2550,2108,4289,4892
ENSGACG00000020460,404,366,616,644
ENSGACG00000020461,1327,1163,2153,1982
ENSGACG00000020462,159,126,264,222
ENSGACG00000020463,1200,426,1020,1050
ENSGACG00000020464,4677,3619,7030,6788
ENSGACG00000020465,561,530,833,1073
ENSGACG00000020466,1623,1753,2555,2353
ENSGACG00000020467,5096,5378,7710,7579
ENSGACG00000020468,1301,885,1772,1678
ENSGACG00000020469,831,1101,580,1756
ENSGACG00000020470,2793,3312,3244,3993
ENSGACG00000020471,13,9,52,16
ENSGACG00000020472,326,491,579,648
ENSGACG00000020473,39,70,106,30
ENSGACG00000020474,0,5,0,5
ENSGACG00000020475,390,219,231,297
ENSGACG00000020476,5,14,3,13
ENSGACG00000020477,871,623,1352,1345
ENSGACG00000020478,86,29,26,74
ENSGACG00000022289,6,8,15,14
ENSGACG00000020479,1,0,27,2
ENSGACG00000020480,0,0,0,2
ENSGACG00000020481,0,0,0,1
ENSGACG00000020482,2,2,4,2
ENSGACG00000020483,1,2,12,5
ENSGACG00000020484,1,0,0,6
ENSGACG00000020485,51,37,48,99
ENSGACG00000020486,1073,877,1623,1803
ENSGACG00000020487,426,461,937,1088
ENSGACG00000020488,58,59,41,695
ENSGACG00000020489,444,419,667,786
ENSGACG00000020490,136,114,83,60
ENSGACG00000020491,59,44,49,40
ENSGACG00000020492,1071,837,1758,1494
ENSGACG00000020493,1525,1141,1979,2283
ENSGACG00000020494,31746,21816,47049,49581
ENSGACG00000022599,5,3,4,1
ENSGACG00000022586,2,0,0,2
ENSGACG00000022642,6,15,5,23
ENSGACG00000020495,619,453,831,1006
ENSGACG00000020496,50,43,10,13
ENSGACG00000020497,324,246,473,506
ENSGACG00000020498,661,370,152,221
ENSGACG00000020499,0,0,0,0
ENSGACG00000020500,1,0,0,0
ENSGACG00000020501,0,0,0,0
ENSGACG00000020502,0,2,2,0
ENSGACG00000020503,0,0,0,0
ENSGACG00000020504,0,0,0,0
ENSGACG00000020505,0,0,0,0
ENSGACG00000020506,0,0,0,0
ENSGACG00000020507,707,656,1000,1149
ENSGACG00000020508,292,149,392,412
ENSGACG00000020509,5,0,12,15
ENSGACG00000020510,3,0,10,2
ENSGACG00000020511,7,3,6,8
ENSGACG00000020512,457,322,465,743
ENSGACG00000020513,2300,1834,3342,3518
ENSGACG00000020514,87,100,330,377
ENSGACG00000022441,0,12,7,7
ENSGACG00000022350,3,0,7,5
ENSGACG00000022375,8,3,31,11
ENSGACG00000022381,49,31,73,70
ENSGACG00000022376,47,25,31,37
ENSGACG00000022369,34,28,47,76
ENSGACG00000020515,58,86,39,99
ENSGACG00000020516,1178,873,1792,1894
ENSGACG00000020517,277,245,329,616
ENSGACG00000020518,413,374,665,754
ENSGACG00000020519,77,190,164,247
ENSGACG00000020520,325,304,502,523
ENSGACG00000020521,798,736,1600,1541
ENSGACG00000022173,0,0,0,4
ENSGACG00000021353,0,1,0,0
ENSGACG00000022766,1,0,1,2
ENSGACG00000020522,362,305,333,384
ENSGACG00000020523,0,0,4,2
ENSGACG00000020524,1011,629,1638,1765
ENSGACG00000020525,578,391,844,884
ENSGACG00000020526,0,0,0,0
ENSGACG00000020527,0,0,0,0
ENSGACG00000020528,0,0,0,0
ENSGACG00000020529,0,0,0,0
ENSGACG00000020530,0,0,0,0
ENSGACG00000020531,0,0,0,0
ENSGACG00000020532,0,0,0,0
ENSGACG00000020533,0,0,0,0
ENSGACG00000020534,0,0,0,2
ENSGACG00000020535,0,0,0,0
ENSGACG00000020536,0,0,0,0
ENSGACG00000020537,0,0,0,0
ENSGACG00000020538,0,0,0,0
ENSGACG00000020539,0,0,0,0
ENSGACG00000020540,0,0,0,0
ENSGACG00000020541,0,0,0,0
ENSGACG00000020542,0,0,0,0
ENSGACG00000020543,0,0,0,0
ENSGACG00000020544,746,803,1666,1305
ENSGACG00000020545,22790,20915,30926,28808
ENSGACG00000020546,492,397,618,817
ENSGACG00000020547,13995,16374,36323,35103
ENSGACG00000020548,1997,2299,5010,4766
ENSGACG00000020549,90,73,33,42
ENSGACG00000020550,8,5,5,20
ENSGACG00000020551,133,84,143,108
ENSGACG00000020552,3191,2419,4461,4828
ENSGACG00000020553,3,2,3,14
ENSGACG00000020554,2181,1443,3129,3101
ENSGACG00000020555,55,50,81,59
ENSGACG00000020556,107,93,192,193
ENSGACG00000020557,78,41,131,90
ENSGACG00000020558,10,0,2,5
ENSGACG00000020559,0,0,0,0
ENSGACG00000020560,44,50,80,50
ENSGACG00000020561,187,185,214,294
ENSGACG00000020562,35,97,71,82
ENSGACG00000020563,1777,1166,2256,2289
ENSGACG00000020564,2039,1498,2707,3043
ENSGACG00000020565,1580,1375,2293,2346
ENSGACG00000020566,0,0,2,0
ENSGACG00000020567,136,118,147,457
ENSGACG00000020568,23,40,206,574
ENSGACG00000020569,41,71,102,98
ENSGACG00000020570,367,330,664,740
ENSGACG00000020571,252,260,437,508
ENSGACG00000020572,200,157,267,360
ENSGACG00000020573,259,178,276,316
ENSGACG00000020574,741,863,1275,1601
ENSGACG00000020575,518,346,560,747
ENSGACG00000020576,678,688,907,1061
ENSGACG00000020577,50,80,113,125
ENSGACG00000020578,758,647,1526,1520
ENSGACG00000020579,1247,1091,2228,2626
ENSGACG00000020580,650,485,817,1234
ENSGACG00000020581,13361,11960,21674,22295
ENSGACG00000020582,45,37,53,118
ENSGACG00000020583,63,34,16,24
ENSGACG00000020584,6,2,0,0
ENSGACG00000020585,115,143,248,514
ENSGACG00000020586,4,8,6,8
ENSGACG00000020587,4,8,25,18
ENSGACG00000020588,1949,1351,2492,2831
ENSGACG00000020589,66,33,122,81
ENSGACG00000020590,4,0,2,0
ENSGACG00000020591,176,95,192,220
ENSGACG00000020592,490,457,964,1463
ENSGACG00000020593,1420,1222,3201,2947
ENSGACG00000020594,3924,3691,6840,10878
ENSGACG00000020595,1535,1227,2517,2630
ENSGACG00000020596,234,134,322,256
ENSGACG00000020597,428,338,629,553
ENSGACG00000020598,284,304,21,29
ENSGACG00000020599,21,24,5,6
ENSGACG00000020600,145,87,178,183
ENSGACG00000020601,3937,3790,5804,6108
ENSGACG00000020602,31,24,49,49
ENSGACG00000020603,2002,1515,2697,3173
ENSGACG00000020604,611,432,505,651
ENSGACG00000020605,1630,1443,1805,2801
ENSGACG00000020606,84,36,85,47
ENSGACG00000020607,27,27,77,41
ENSGACG00000020608,0,0,0,4
ENSGACG00000020609,1995,1598,3259,3224
ENSGACG00000020610,100,92,163,192
ENSGACG00000020611,2,2,0,0
ENSGACG00000020612,0,0,0,0
ENSGACG00000020613,12,25,61,75
ENSGACG00000020614,76,176,291,391
ENSGACG00000020615,305,297,336,922
ENSGACG00000020616,167,188,436,1166
ENSGACG00000020617,25913,22392,54018,44089
ENSGACG00000020618,21,18,75,140
ENSGACG00000020619,21866,20477,41035,34439
ENSGACG00000020620,1357,1259,2346,2462
ENSGACG00000020621,5537,4387,8433,9497
ENSGACG00000020622,991,565,974,1081
ENSGACG00000020623,1062,876,1541,1707
ENSGACG00000020624,2077,1326,3474,3206
ENSGACG00000020625,85218,79718,153499,134047
ENSGACG00000020626,3857,3357,5050,6447
ENSGACG00000020627,53,49,81,129
ENSGACG00000020628,369,246,602,714
ENSGACG00000020629,206,184,598,375
ENSGACG00000020630,185,132,236,287
ENSGACG00000020631,114,61,103,154
ENSGACG00000020632,1698,1085,2141,2317
ENSGACG00000020633,603,398,482,1235
ENSGACG00000020634,0,6,12,20
ENSGACG00000020635,1167,835,1448,1735
ENSGACG00000020636,19,11,37,74
ENSGACG00000020637,8,19,32,30
ENSGACG00000020638,1020,812,1143,1607
ENSGACG00000020639,529,424,676,855
ENSGACG00000020640,187,205,331,284
ENSGACG00000020641,25,32,43,38
ENSGACG00000020642,14,8,14,25
ENSGACG00000020643,11,25,4,7
ENSGACG00000020644,0,2,0,0
ENSGACG00000020645,3,0,8,5
ENSGACG00000020646,0,0,2,2
ENSGACG00000020647,1484,1185,2365,3030
ENSGACG00000020648,1229,877,1934,1850
ENSGACG00000020649,18,11,65,90
ENSGACG00000020650,594,476,827,1028
ENSGACG00000020651,40,26,69,62
ENSGACG00000020652,8,26,0,52
ENSGACG00000020653,5,4,2,13
ENSGACG00000020654,20,10,22,43
ENSGACG00000020655,71,44,69,100
ENSGACG00000020656,912,873,1903,2152
ENSGACG00000020657,88,82,86,150
ENSGACG00000020658,27,8,16,28
ENSGACG00000020659,155,193,217,369
ENSGACG00000020660,10,26,59,49
ENSGACG00000020661,2,25,27,77
ENSGACG00000020662,936,783,1278,1038
ENSGACG00000020663,56,20,67,27
ENSGACG00000020664,6,0,0,4
ENSGACG00000020665,2421,1609,3001,3708
ENSGACG00000020666,1,0,7,14
ENSGACG00000020667,0,1,1,1
ENSGACG00000020668,198,179,170,308
ENSGACG00000020669,2,2,0,0
ENSGACG00000020670,371,349,433,351
ENSGACG00000020671,297,313,350,429
ENSGACG00000020672,0,1,4,0
ENSGACG00000020673,45,73,91,40
ENSGACG00000020674,1532,1387,2460,2393
ENSGACG00000020675,546,503,902,953
ENSGACG00000020676,18,16,36,43
ENSGACG00000020677,3999,3102,7553,7220
ENSGACG00000020678,5997,5258,9330,13041
ENSGACG00000020679,840,705,1289,1571
ENSGACG00000020680,48,134,104,151
ENSGACG00000020681,4,1,0,3
ENSGACG00000020682,4421,3847,7734,7803
ENSGACG00000020683,118,146,269,295
ENSGACG00000020684,6,12,0,0
ENSGACG00000020685,226,222,220,313
ENSGACG00000020686,368,374,700,862
ENSGACG00000020687,0,0,0,0
ENSGACG00000020688,0,0,0,38
ENSGACG00000020689,2577,2093,3023,3596
ENSGACG00000020690,894,753,1857,1681
ENSGACG00000020691,0,2,2,16
ENSGACG00000020692,114606,122019,255791,206167
ENSGACG00000020693,296,304,544,512
ENSGACG00000020694,9,13,27,86
ENSGACG00000020695,386,363,417,728
ENSGACG00000020696,20,8,23,42
ENSGACG00000020697,176,100,382,390
ENSGACG00000020698,354,251,911,713
ENSGACG00000020699,1296,996,2022,2104
ENSGACG00000020700,0,0,0,0
ENSGACG00000020701,386,283,569,661
ENSGACG00000020702,139,82,171,343
ENSGACG00000020703,412,457,594,894
ENSGACG00000020704,172,99,43,60
ENSGACG00000020705,230,160,133,265
ENSGACG00000020706,91,83,80,158
ENSGACG00000020707,321,514,185,355
ENSGACG00000020708,296,305,371,351
ENSGACG00000020709,2062,2091,3731,3321
ENSGACG00000020710,1353,1240,2202,2361
ENSGACG00000020711,514,452,789,768
ENSGACG00000020712,15,14,26,22
ENSGACG00000020713,339,331,354,814
ENSGACG00000020714,442,111,148,295
ENSGACG00000020715,9,5,15,11
ENSGACG00000020716,2,0,0,0
ENSGACG00000020717,1853,1376,2728,3048
ENSGACG00000020718,0,0,0,0
ENSGACG00000020719,306,243,468,475
ENSGACG00000020720,1841,1399,2929,3413
ENSGACG00000020721,1537,1650,3176,2621
ENSGACG00000020722,0,2,0,0
ENSGACG00000020723,47,56,105,85
ENSGACG00000020724,1457,1502,2932,2300
ENSGACG00000020725,800,806,1177,1523
ENSGACG00000020726,2672,2251,3148,3585
ENSGACG00000020727,6,2,13,19
ENSGACG00000020728,54,34,49,149
ENSGACG00000020729,1750,1507,2694,3143
ENSGACG00000020730,10,5,8,5
ENSGACG00000020731,831,754,1393,1376
ENSGACG00000020732,2024,1412,1936,2989
ENSGACG00000020733,650,471,875,965
ENSGACG00000020734,648,499,781,809
ENSGACG00000020735,6,12,15,15
ENSGACG00000020736,0,0,0,5
ENSGACG00000020737,5236,4795,9325,8588
ENSGACG00000020738,1161,1014,2059,1319
ENSGACG00000020739,5,7,11,25
ENSGACG00000020740,2,1,3,0
ENSGACG00000020741,3,0,2,3
ENSGACG00000020742,20,2,2,7
ENSGACG00000020743,93,56,56,54
ENSGACG00000020744,447,362,389,529
ENSGACG00000020745,2632,2197,4229,4767
ENSGACG00000020746,194,180,249,275
ENSGACG00000020747,574,499,705,1176
ENSGACG00000020748,38,22,31,66
ENSGACG00000020749,0,4,2,7
ENSGACG00000020750,1181,1305,2314,2639
ENSGACG00000020751,482,468,810,609
ENSGACG00000020752,2764,1966,4366,4160
ENSGACG00000020753,9,6,2,12
ENSGACG00000020754,4380,2623,6200,7221
ENSGACG00000020755,900,616,958,1140
ENSGACG00000020756,832,610,907,1102
ENSGACG00000020757,2217,1701,4004,3897
ENSGACG00000020758,175,90,206,189
ENSGACG00000020759,1327,1401,2474,2863
ENSGACG00000020760,15,9,12,38
ENSGACG00000020761,552,456,1019,1075
ENSGACG00000020762,12,0,13,5
ENSGACG00000020763,651,490,1107,1247
ENSGACG00000020764,335,260,483,480
ENSGACG00000020765,215,192,430,403
ENSGACG00000020766,1230,1015,1791,2263
ENSGACG00000020767,692,736,1860,1724
ENSGACG00000020768,23,3,37,37
ENSGACG00000020769,10,1,13,2
ENSGACG00000020770,28,21,2,1
ENSGACG00000020771,1137,1229,2067,2160
ENSGACG00000020772,202,108,148,339
ENSGACG00000020773,244,149,215,576
ENSGACG00000020774,27,17,18,40
ENSGACG00000020775,686,582,1375,1349
ENSGACG00000020776,0,0,0,5
ENSGACG00000020777,618,662,1337,1268
ENSGACG00000020778,0,0,2,0
ENSGACG00000020779,266,316,615,699
ENSGACG00000020780,8,10,3,14
ENSGACG00000020781,100,91,162,231
ENSGACG00000020782,2751,2173,4369,3817
ENSGACG00000020783,109,141,381,457
ENSGACG00000020784,478,201,317,564
ENSGACG00000020785,480,418,697,828
ENSGACG00000020786,11,10,25,28
ENSGACG00000020787,0,0,0,0
ENSGACG00000020788,10,2,13,25
ENSGACG00000020789,1430,1149,1838,1878
ENSGACG00000020790,857,623,966,1316
ENSGACG00000020791,313,228,343,515
ENSGACG00000020792,28,13,13,30
ENSGACG00000020793,196,144,359,337
ENSGACG00000020794,43,11,106,47
ENSGACG00000020795,16265,15267,36560,35066
ENSGACG00000020796,1448,1406,2308,2696
ENSGACG00000020797,552,563,883,879
ENSGACG00000020798,286,199,538,476
ENSGACG00000020799,157,53,83,141
ENSGACG00000020800,327,338,548,703
ENSGACG00000020801,80,71,111,138
ENSGACG00000020802,166,157,276,283
ENSGACG00000020803,2649,4106,9202,5999
ENSGACG00000020804,40,54,79,67
ENSGACG00000020805,639,779,869,1009
ENSGACG00000020806,1,0,35,0
ENSGACG00000020807,0,2,29,0
ENSGACG00000020808,4980,4835,8400,8616
ENSGACG00000020809,126,87,40,21
ENSGACG00000020810,847,652,1363,1333
ENSGACG00000020811,116,56,147,224
ENSGACG00000020812,224,186,231,383
ENSGACG00000020813,3186,1948,4040,3998
ENSGACG00000020814,209,222,228,280
ENSGACG00000020815,1389,1184,2350,2047
ENSGACG00000020816,312,244,226,426
ENSGACG00000020817,1516,1215,1908,2240
ENSGACG00000020818,110,103,32,33
ENSGACG00000020819,984,799,1328,1500
ENSGACG00000020820,322,352,569,621
ENSGACG00000020821,95,86,558,736
ENSGACG00000020822,284,194,573,2031
ENSGACG00000020823,1022,990,1738,2094
ENSGACG00000020824,3384,3045,5301,5562
ENSGACG00000020825,1322,626,1122,1497
ENSGACG00000020826,865,468,885,1090
ENSGACG00000020827,59660,62457,76956,48414
ENSGACG00000020828,29797,29924,35511,22704
ENSGACG00000020829,730,891,6042,3660
ENSGACG00000020830,18548,12574,23855,27433
ENSGACG00000020831,4,3,7,0
ENSGACG00000020832,233,218,350,342
ENSGACG00000020833,2,2,2,2
ENSGACG00000020834,0,0,0,0
ENSGACG00000020835,100,96,102,95
ENSGACG00000020836,1,2,6,2
ENSGACG00000022565,1,1,3,0
ENSGACG00000020837,1358,1166,1961,2480
ENSGACG00000020838,0,0,0,2
ENSGACG00000020839,212,193,266,563
ENSGACG00000020840,1,1,5,3
ENSGACG00000020841,2,34,17,3
ENSGACG00000020842,1407,1730,3008,2919
ENSGACG00000020843,663,475,697,897
ENSGACG00000020844,926,768,1721,1927
ENSGACG00000020845,249,331,319,465
ENSGACG00000020846,2580,2095,3512,3682
ENSGACG00000020847,969,1029,1551,1973
ENSGACG00000020848,403,280,389,714
ENSGACG00000020849,85,84,230,251
ENSGACG00000020850,706,585,955,1002
ENSGACG00000020851,351,403,557,677
ENSGACG00000020852,1047,1107,1483,2122
ENSGACG00000020853,2192,2055,3976,3662
ENSGACG00000020854,302,261,324,427
ENSGACG00000020855,526,417,732,818
ENSGACG00000020856,267,231,475,609
ENSGACG00000020857,2016,2235,2939,3002
ENSGACG00000020858,589,604,1071,1068
ENSGACG00000020859,1032,776,1333,1513
ENSGACG00000020860,780,666,1164,1078
ENSGACG00000020861,9,36,38,84
ENSGACG00000020862,216,286,608,968
ENSGACG00000020863,1698,1571,1737,2278
ENSGACG00000020864,264,244,226,603
ENSGACG00000020865,511,346,550,730
ENSGACG00000020866,0,0,1,2
ENSGACG00000020867,206,185,401,416
ENSGACG00000020868,185,180,297,321
ENSGACG00000020869,3380,1339,1621,2220
ENSGACG00000020870,646,445,840,900
ENSGACG00000020871,52,21,38,46
ENSGACG00000020872,824,709,170,280
ENSGACG00000020873,957,79,350,828
ENSGACG00000020874,581,54,198,534
ENSGACG00000020875,153,89,118,93
ENSGACG00000020876,6922,4539,9048,10410
ENSGACG00000020877,113,56,155,251
ENSGACG00000020878,799,807,1764,1747
ENSGACG00000020879,954,830,1170,1228
ENSGACG00000020880,18,14,21,27
ENSGACG00000020881,4126,4047,8090,7803
ENSGACG00000020882,4096,4344,8964,8535
ENSGACG00000020883,7660,7784,17293,17493
ENSGACG00000022213,0,0,0,0
ENSGACG00000020884,9902,9075,18084,17273
ENSGACG00000020885,1157,1354,2810,2062
ENSGACG00000020886,1324,1216,2456,2421
ENSGACG00000020887,4214,3370,5240,5636
ENSGACG00000020888,1809,1223,2244,3528
ENSGACG00000020889,8275,4817,9711,11519
ENSGACG00000020890,9433,8181,17064,16143
ENSGACG00000020891,2954,2195,3851,4161
ENSGACG00000020892,2547,1921,3365,3710
ENSGACG00000020893,450,303,410,351
ENSGACG00000020894,121,79,156,189
ENSGACG00000020895,423,241,549,499
ENSGACG00000020896,28380,30514,55976,46890
ENSGACG00000020897,72,37,2,17
ENSGACG00000020898,5,2,4,7
ENSGACG00000020899,2000,1670,3717,3769
ENSGACG00000020900,1858,1760,3093,3168
ENSGACG00000020901,6815,6063,10453,10492
ENSGACG00000020902,5225,4975,9847,10130
ENSGACG00000020903,38,50,81,68
ENSGACG00000020904,1058,1117,1509,1335
ENSGACG00000020905,145,153,251,256
ENSGACG00000020906,93992,94250,179452,151827
ENSGACG00000020907,2564,2442,4228,4450
ENSGACG00000020908,6108,5221,10331,10686
ENSGACG00000020909,4174,3526,6907,7091
ENSGACG00000020910,194,182,236,422
ENSGACG00000020911,0,0,0,0
ENSGACG00000020912,0,0,0,0
ENSGACG00000020913,6602,5410,13928,18914
ENSGACG00000020914,8,3,7,18
ENSGACG00000020915,1982,1551,2889,2971
ENSGACG00000020916,2274,1702,3065,3573
ENSGACG00000020917,330,293,484,520
ENSGACG00000020918,54,84,87,81
ENSGACG00000013926,104,125,166,201
ENSGACG00000013938,232,182,244,312
ENSGACG00000013947,212,154,210,246
ENSGACG00000013959,237,235,245,324
ENSGACG00000013974,616,553,841,791
ENSGACG00000013982,53,27,72,98
ENSGACG00000013986,59,13,24,29
ENSGACG00000014066,1811,1661,3694,2357
ENSGACG00000014084,192,113,253,317
ENSGACG00000014089,2069,1696,2974,3305
ENSGACG00000014092,8797,5449,10578,11338
ENSGACG00000014095,42,26,2,12
ENSGACG00000014099,6,0,14,18
ENSGACG00000014109,0,0,0,8
ENSGACG00000014114,2,2,4,7
ENSGACG00000014125,706,629,1082,1159
ENSGACG00000014127,583,639,1791,1770
ENSGACG00000014130,2718,2833,5393,5000
ENSGACG00000014146,1932,1466,3036,3173
ENSGACG00000014148,422,319,1019,1198
ENSGACG00000014151,377,299,43,42
ENSGACG00000014152,91,78,69,89
ENSGACG00000014153,9,0,12,19
ENSGACG00000014155,5854,4574,9367,9220
ENSGACG00000014160,6,5,6,7
ENSGACG00000014165,2401,2285,5573,6845
ENSGACG00000014179,1362,1307,2727,3396
ENSGACG00000014182,3221,2792,4407,3643
ENSGACG00000014186,0,0,0,0
ENSGACG00000014187,0,0,0,0
ENSGACG00000014191,103,136,207,227
ENSGACG00000014193,3364,3206,5792,6283
ENSGACG00000014211,972,743,1421,1427
ENSGACG00000014217,2761,1873,4270,3776
ENSGACG00000014220,941,821,1405,1505
ENSGACG00000014226,923,783,1315,1275
ENSGACG00000022558,1,1,0,0
ENSGACG00000014232,133,29,71,113
ENSGACG00000014234,35,26,56,66
ENSGACG00000014236,53,41,96,88
ENSGACG00000014238,154,163,204,188
ENSGACG00000014242,93,80,260,141
ENSGACG00000014247,100,84,211,150
ENSGACG00000021571,2,0,2,3
ENSGACG00000014257,343,251,595,736
ENSGACG00000014264,517,345,580,510
ENSGACG00000014272,80,91,137,163
ENSGACG00000014281,1805,1669,3509,3568
ENSGACG00000014285,1763,1519,2978,3003
ENSGACG00000014291,35,53,171,84
ENSGACG00000014301,226,207,239,240
ENSGACG00000014306,241,171,207,255
ENSGACG00000014311,3062,2773,5685,5467
ENSGACG00000014319,331,265,407,616
ENSGACG00000014322,19,15,18,21
ENSGACG00000014347,12,17,26,17
ENSGACG00000014357,0,0,0,8
ENSGACG00000014360,42,36,34,31
ENSGACG00000014364,35,72,62,83
ENSGACG00000014369,0,0,0,0
ENSGACG00000014372,0,0,4,5
ENSGACG00000014375,112,144,219,191
ENSGACG00000014379,0,0,6,5
ENSGACG00000014385,12,6,25,13
ENSGACG00000014390,789,698,857,1025
ENSGACG00000014393,4,7,6,8
ENSGACG00000014400,1539,1104,2727,2411
ENSGACG00000014406,22,14,46,109
ENSGACG00000014411,65,71,1186,980
ENSGACG00000014415,167566,217964,888277,458798
ENSGACG00000014420,26,40,322,307
ENSGACG00000014422,5104,4150,9243,8631
ENSGACG00000014479,176,147,237,271
ENSGACG00000014482,37,20,59,55
ENSGACG00000014489,1195,1116,1785,1976
ENSGACG00000014495,175,154,281,227
ENSGACG00000014499,13,7,75,51
ENSGACG00000014504,0,19,9,18
ENSGACG00000014507,0,0,0,0
ENSGACG00000014509,0,1,0,2
ENSGACG00000014510,773,611,1351,1127
ENSGACG00000014522,67,61,184,137
ENSGACG00000014524,98,60,245,181
ENSGACG00000014526,657,519,744,899
ENSGACG00000014530,1023,932,2805,1087
ENSGACG00000014541,66,95,91,70
ENSGACG00000014543,141,204,233,334
ENSGACG00000014549,2408,2105,3903,3738
ENSGACG00000014550,1773,1561,3062,2872
ENSGACG00000014552,8596,6726,13591,15672
ENSGACG00000014568,16,5,6,23
ENSGACG00000014572,1352,1221,2301,2446
ENSGACG00000014575,29,20,52,45
ENSGACG00000014582,2462,2680,6438,6848
ENSGACG00000014615,103,92,88,90
ENSGACG00000014619,39,26,27,46
